Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
299,Tre Mann,PG,22,CHO,6,177,14.1,.552,.407,.169,2.4,19.1,10.4,25.0,2.8,0.0,14.8,18.3,,0.1,0.2,0.3,.072,,-2.4,2.5,0.1,0.1,manntr01
300,Boban Marjanović,C,35,HOU,9,48,16.2,.486,.095,.286,13.4,35.7,24.5,12.9,0.0,1.9,7.8,22.8,,0.0,0.1,0.1,.086,,-1.8,-1.7,-3.5,0.0,marjabo01
301,Lauri Markkanen,PF,26,UTA,48,1577,21.9,.640,.499,.299,7.6,20.7,14.2,9.6,1.2,1.3,6.7,24.7,,4.8,1.1,5.9,.179,,5.3,-1.4,4.0,2.4,markkla01
302,Naji Marshall,SF,26,NOP,46,848,12.9,.570,.402,.295,5.6,14.8,10.3,14.1,1.8,0.9,14.0,17.4,,0.7,1.1,1.7,.098,,-1.4,0.0,-1.4,0.1,marshna01
303,Caleb Martin,SF,28,MIA,39,1041,11.2,.542,.369,.193,5.1,14.1,9.5,11.8,1.4,1.1,11.4,17.2,,0.2,1.3,1.5,.069,,-2.2,0.1,-2.1,0.0,martica02
304,Cody Martin,SF,28,CHO,25,670,9.3,.466,.394,.155,2.7,13.9,8.1,18.4,2.3,1.9,16.6,16.1,,-0.7,0.5,-0.1,-0.009,,-4.2,0.8,-3.4,-0.2,martico01
305,KJ Martin,SF,23,TOT,42,484,9.4,.570,.169,.246,4.1,13.5,8.8,8.6,1.6,1.1,13.8,13.4,,0.1,0.5,0.6,.060,,-4.2,0.0,-4.2,-0.3,martike04
305,KJ Martin,SF,23,LAC,2,31,6.8,.460,.500,.200,3.8,7.1,5.5,4.2,3.2,2.9,15.5,18.1,,-0.1,0.0,0.0,-0.030,,-7.0,0.6,-6.4,0.0,martike04
305,KJ Martin,SF,23,PHI,40,453,9.6,.580,.139,.250,4.1,14.0,9.0,8.9,1.5,1.0,13.7,13.1,,0.2,0.4,0.6,.066,,-4.0,-0.1,-4.1,-0.2,martike04
306,Garrison Mathews,SG,27,ATL,41,520,6.8,.654,.924,.143,1.8,8.6,5.1,4.3,0.9,0.7,11.8,10.0,,0.4,0.0,0.5,.043,,-3.1,-1.0,-4.1,-0.3,mathega01
307,Bennedict Mathurin,SF,21,IND,54,1393,12.5,.557,.310,.327,4.6,13.2,8.9,9.8,1.1,0.6,11.6,23.2,,0.4,0.5,1.0,.034,,-1.5,-2.3,-3.9,-0.7,mathube01
308,Wesley Matthews,SG,37,ATL,21,232,5.5,.451,.783,.413,1.8,11.6,6.5,6.6,2.0,1.5,9.9,10.7,,-0.1,0.1,0.0,.010,,-5.3,0.1,-5.2,-0.2,matthwe02
309,Tyrese Maxey,PG,23,PHI,52,1941,19.8,.574,.402,.281,1.6,9.6,5.5,26.8,1.3,1.2,7.1,27.6,,4.4,1.5,5.9,.147,,4.1,-1.1,3.0,2.4,maxeyty01
310,Skylar Mays,PG-SG,26,TOT,31,419,11.9,.468,.346,.109,2.6,9.1,5.6,29.7,2.0,0.9,10.4,18.6,,0.1,0.3,0.3,.039,,-2.0,-0.4,-2.4,0.0,mayssk01
310,Skylar Mays,PG,26,POR,21,356,11.9,.457,.355,.123,2.7,9.5,5.9,31.9,1.9,0.8,11.0,19.5,,0.0,0.2,0.2,.029,,-2.0,-0.6,-2.5,-0.1,mayssk01
310,Skylar Mays,SG,26,LAL,10,63,11.9,.556,.278,.000,1.8,6.7,4.4,16.8,2.3,1.4,5.3,13.0,,0.1,0.1,0.1,.094,,-2.5,0.7,-1.8,0.0,mayssk01
311,Miles McBride,PG,23,NYK,44,556,13.3,.572,.557,.114,2.4,6.5,4.4,11.5,2.2,0.5,6.9,19.0,,0.8,0.6,1.3,.116,,-0.8,0.7,0.0,0.3,mcbrimi01
312,CJ McCollum,PG,32,NOP,43,1361,17.9,.593,.538,.160,2.0,13.0,7.5,21.4,1.6,2.3,9.1,23.7,,2.3,1.7,3.9,.139,,3.0,0.2,3.2,1.8,mccolcj01
313,T.J. McConnell,PG,31,IND,47,817,19.0,.568,.064,.143,3.1,14.2,8.6,41.8,2.8,0.5,17.1,21.5,,1.4,0.7,2.1,.122,,1.4,0.0,1.4,0.7,mccontj01
314,Jaden McDaniels,SF,23,MIN,47,1348,9.3,.586,.398,.103,3.2,7.0,5.2,6.6,1.5,1.6,12.6,15.6,,0.2,2.1,2.3,.081,,-3.2,0.9,-2.3,-0.1,mcdanja02
315,Jalen McDaniels,SF,26,TOR,34,299,4.2,.414,.500,.189,3.3,12.4,7.7,7.4,1.8,0.9,13.6,19.0,,-0.7,0.2,-0.5,-0.077,,-7.5,-1.5,-9.1,-0.5,mcdanja01
316,Doug McDermott,SF,32,TOT,51,761,9.0,.601,.806,.080,1.3,6.1,3.6,10.8,0.7,0.2,9.2,14.9,,0.4,0.1,0.5,.034,,-1.5,-2.2,-3.6,-0.3,mcderdo01
316,Doug McDermott,SF,32,SAS,46,700,9.5,.620,.805,.079,1.2,6.3,3.7,11.1,0.7,0.2,9.7,14.8,,0.5,0.1,0.6,.042,,-1.2,-2.0,-3.2,-0.2,mcderdo01
316,Doug McDermott,SF,32,IND,5,61,3.3,.415,.818,.091,1.9,3.8,2.8,7.6,0.0,0.0,4.2,16.3,,-0.1,0.0,-0.1,-0.063,,-4.9,-4.0,-9.0,-0.1,mcderdo01
317,JaVale McGee,C,36,SAC,39,310,18.6,.634,.034,.371,13.2,27.9,20.4,6.7,1.4,5.5,18.7,22.8,,0.2,0.5,0.6,.099,,-1.9,0.3,-1.6,0.0,mcgeeja01
318,Bryce McGowens,SG,21,CHO,45,731,9.0,.573,.457,.317,2.3,11.2,6.6,7.7,1.1,0.8,10.6,14.1,,0.3,0.2,0.6,.037,,-3.8,-1.0,-4.9,-0.5,mcgowbr01
319,Jordan McLaughlin,PG,27,MIN,34,297,13.6,.503,.558,.104,4.1,9.0,6.7,24.5,3.8,1.5,12.0,13.6,,0.3,0.6,0.9,.149,,-0.1,4.4,4.2,0.5,mclaujo01
320,De'Anthony Melton,SG,25,PHI,35,993,13.4,.542,.592,.228,3.0,12.2,7.6,14.8,2.7,1.4,9.3,18.0,,0.8,1.2,2.0,.098,,-0.5,1.1,0.5,0.6,meltode01
321,Nathan Mensah,C,25,CHO,25,307,5.0,.496,.000,.429,10.1,13.7,11.8,3.6,1.0,4.2,29.6,6.7,,0.0,0.2,0.2,.024,,-8.8,-0.1,-8.8,-0.5,mensana01
322,Sam Merrill,SG,27,CLE,40,608,15.2,.632,.865,.051,2.8,10.4,6.7,14.1,1.1,0.1,4.3,18.1,,1.4,0.7,2.1,.165,,2.5,-0.1,2.4,0.7,merrisa01
323,Chimezie Metu,C,26,PHO,37,447,13.9,.621,.392,.331,6.5,20.7,14.0,5.8,2.1,1.8,15.3,17.0,,0.4,0.6,1.0,.103,,-1.6,0.2,-1.4,0.1,metuch01
324,Vasilije Micić,PG,30,TOT,36,494,9.2,.504,.444,.188,0.9,7.1,4.1,29.5,1.1,0.6,20.0,17.1,,-0.1,0.3,0.2,.023,,-3.2,-1.5,-4.7,-0.3,micicva01
324,Vasilije Micić,PG,30,OKC,30,361,7.9,.498,.495,.209,0.3,6.8,3.7,25.5,1.2,0.8,22.6,15.4,,-0.2,0.3,0.2,.020,,-3.9,-1.4,-5.3,-0.3,micicva01
324,Vasilije Micić,PG,30,CHO,6,133,12.8,.513,.358,.151,2.4,7.9,5.0,40.4,0.7,0.0,15.0,21.8,,0.1,0.0,0.1,.031,,-1.3,-1.5,-2.9,0.0,micicva01
325,Khris Middleton,SF,32,MIL,43,1129,16.8,.590,.388,.191,2.6,14.8,8.9,27.4,1.6,0.9,14.2,23.7,,1.4,1.1,2.5,.106,,1.0,-0.2,0.8,0.8,middlkh01
326,Brandon Miller,SF,21,CHO,51,1616,12.4,.549,.435,.158,2.8,11.7,7.1,11.6,1.5,1.6,10.7,23.1,,-0.3,0.8,0.5,.016,,-1.5,-1.4,-3.0,-0.4,millebr02
327,Jordan Miller,SF,24,LAC,5,21,17.0,.799,.167,.333,11.2,10.4,10.8,0.0,0.0,0.0,12.7,16.3,,0.1,0.0,0.1,.171,,1.9,-2.9,-1.0,0.0,millejo02
328,Leonard Miller,SF,20,MIN,7,26,24.0,.682,.273,.000,4.7,37.0,21.9,19.7,1.9,3.4,8.3,20.3,,0.1,0.1,0.1,.253,,3.0,4.8,7.8,0.1,millele01
329,Dariq Whitehead,SF,19,BRK,2,24,4.8,.255,.600,.400,0.0,18.6,9.0,15.3,0.0,3.7,0.0,10.5,,0.0,0.0,0.0,-0.035,,-5.5,-2.4,-7.8,0.0,whiteda01
330,Patty Mills,PG,35,ATL,19,202,6.5,.500,.667,.000,2.6,8.3,5.3,8.6,2.1,0.4,13.6,12.0,,-0.1,0.1,0.0,.005,,-4.3,0.3,-4.0,-0.1,millspa02
331,Shake Milton,SG,27,TOT,42,554,9.0,.496,.333,.253,2.9,10.8,7.1,14.0,1.6,0.9,13.0,18.8,,-0.3,0.8,0.5,.044,,-4.3,0.6,-3.7,-0.2,miltosh01
331,Shake Milton,SG,27,MIN,38,491,8.3,.496,.331,.275,1.7,9.6,5.9,14.0,1.6,0.9,13.5,18.6,,-0.3,0.8,0.5,.045,,-4.9,0.7,-4.2,-0.3,miltosh01
331,Shake Milton,SG,27,DET,4,63,14.4,.494,.346,.115,12.1,20.1,16.0,13.6,1.5,1.3,9.9,20.3,,0.0,0.0,0.1,.042,,0.3,0.1,0.4,0.0,miltosh01
332,Justin Minaya,SF,24,POR,19,151,4.6,.326,.640,.240,7.0,8.0,7.5,6.9,1.6,3.0,15.3,9.2,,-0.2,0.1,-0.1,-0.024,,-5.4,-0.7,-6.1,-0.2,minayju01
333,Josh Minott,SF,21,MIN,20,62,18.4,.608,.286,.667,5.9,13.8,10.1,7.0,2.4,4.2,6.9,20.7,,0.1,0.1,0.3,.209,,-0.4,2.5,2.1,0.1,minotjo01
334,Davion Mitchell,PG,25,SAC,46,608,6.9,.506,.518,.152,1.3,7.4,4.3,15.8,0.8,0.3,12.5,14.0,,0.0,0.3,0.3,.024,,-4.2,-1.1,-5.3,-0.5,mitchda01
335,Donovan Mitchell,SG,27,CLE,45,1596,23.6,.602,.440,.300,3.0,13.6,8.4,28.9,2.6,1.3,10.6,32.0,,3.7,2.8,6.4,.194,,5.5,1.7,7.2,3.7,mitchdo01
336,Evan Mobley,PF,22,CLE,33,1026,19.4,.627,.068,.281,8.6,26.7,17.8,13.2,1.3,4.5,13.6,20.2,,1.6,2.1,3.7,.172,,0.2,2.2,2.4,1.1,mobleev01
337,Isaiah Mobley,PF,24,CLE,3,14,16.0,.625,.500,.000,0.0,15.5,7.9,38.6,3.5,0.0,20.0,15.5,,0.0,0.0,0.1,.188,,0.7,4.5,5.2,0.0,mobleis01
338,Malik Monk,SG,25,SAC,55,1425,16.0,.581,.505,.242,1.5,10.7,6.0,28.6,1.1,2.3,14.2,25.0,,1.6,1.1,2.7,.090,,1.9,-0.9,1.0,1.0,monkma01
339,Moses Moody,SG,21,GSW,42,706,13.9,.577,.475,.228,7.0,11.9,9.4,6.4,1.8,1.9,8.9,18.5,,0.8,0.7,1.4,.097,,0.0,0.1,0.1,0.4,moodymo01
340,Xavier Moon,SG,29,LAC,2,12,6.9,.500,.500,.000,0.0,18.2,9.4,30.9,0.0,0.0,33.3,10.9,,0.0,0.0,0.0,.024,,-3.5,1.1,-2.4,0.0,moonxa01
341,Taze Moore,SG,25,POR,3,10,14.3,.600,.400,.000,0.0,0.0,0.0,19.7,4.9,0.0,16.7,25.5,,0.0,0.0,0.0,.019,,-4.7,1.7,-3.1,0.0,mooreta02
342,Wendell Moore Jr.,SG,22,MIN,14,44,8.6,.500,.400,.000,0.0,14.6,7.8,6.1,5.6,2.0,23.1,13.0,,-0.1,0.1,0.0,.049,,-7.2,6.0,-1.2,0.0,moorewe01
343,Ja Morant,PG,24,MEM,9,318,20.4,.570,.300,.376,2.0,15.8,8.6,41.4,1.1,1.5,12.0,30.5,,0.5,0.3,0.8,.120,,2.7,0.4,3.1,0.4,moranja01
344,Marcus Morris,PF,34,PHI,37,637,10.4,.559,.439,.176,3.1,15.9,9.4,5.5,1.0,1.5,7.9,16.1,,0.3,0.6,0.9,.070,,-2.3,-1.2,-3.4,-0.2,morrima03
345,Markieff Morris,PF,34,DAL,18,160,5.6,.443,.612,.082,2.7,17.9,10.3,8.7,1.5,0.5,15.1,15.9,,-0.2,0.1,-0.1,-0.030,,-4.7,-1.3,-6.0,-0.2,morrima02
346,Monte Morris,PG,28,TOT,11,142,11.7,.455,.431,.052,1.5,12.6,7.1,20.0,1.7,1.8,4.8,18.8,,0.0,0.2,0.1,.050,,-2.2,0.9,-1.3,0.0,morrimo01
346,Monte Morris,PG,28,DET,6,68,8.3,.398,.333,.061,3.2,16.9,9.9,16.8,0.7,1.2,5.6,22.2,,-0.1,0.0,-0.1,-0.068,,-4.6,-2.3,-6.9,-0.1,morrimo01
346,Monte Morris,PG,28,MIN,5,74,14.8,.531,.560,.040,0.0,8.7,4.6,22.9,2.7,2.4,3.8,15.7,,0.1,0.1,0.2,.158,,0.0,3.8,3.9,0.1,morrimo01
347,Trey Murphy III,SF,23,NOP,33,876,13.9,.568,.711,.207,2.3,14.2,8.3,8.4,1.5,2.1,4.3,18.4,,1.0,1.1,2.1,.116,,0.7,-0.3,0.4,0.5,murphtr02
348,Dejounte Murray,SG,27,ATL,54,1895,17.0,.561,.351,.191,2.2,14.5,8.1,23.4,1.7,0.7,10.6,25.1,,2.3,0.9,3.1,.079,,1.5,-0.9,0.7,1.3,murrade01
349,Jamal Murray,PG,26,DEN,42,1325,19.7,.577,.353,.191,2.4,11.3,6.9,30.5,1.3,1.9,10.3,27.3,,2.4,1.4,3.8,.137,,4.1,-0.6,3.5,1.9,murraja01
350,Keegan Murray,SF,23,SAC,52,1697,13.0,.570,.507,.134,4.2,14.4,9.2,6.9,1.6,1.7,6.4,18.0,,1.4,1.6,3.0,.085,,-0.9,-0.7,-1.6,0.2,murrake02
351,Kris Murray,SF,23,POR,36,514,9.1,.474,.489,.161,6.4,12.4,9.2,8.0,2.7,1.2,12.5,13.9,,-0.2,0.5,0.2,.022,,-3.7,0.4,-3.3,-0.2,murrakr01
352,Mike Muscala,C,32,TOT,37,509,8.0,.484,.634,.179,6.6,15.7,11.0,7.9,0.7,1.9,11.1,13.4,,-0.1,0.2,0.1,.010,,-3.6,-1.4,-4.9,-0.4,muscami01
352,Mike Muscala,C,32,WAS,24,338,7.6,.481,.567,.222,6.7,17.1,11.8,8.1,0.7,1.7,13.9,14.2,,-0.2,0.1,-0.1,-0.008,,-4.6,-1.8,-6.3,-0.4,muscami01
352,Mike Muscala,C,32,DET,13,171,8.8,.492,.773,.091,6.4,12.8,9.5,7.4,0.8,2.4,4.2,11.8,,0.1,0.1,0.2,.044,,-1.6,-0.6,-2.2,0.0,muscami01
353,Svi Mykhailiuk,SF,26,BOS,24,183,7.6,.481,.803,.091,3.1,8.9,6.1,7.8,1.9,0.0,9.3,17.9,,-0.1,0.2,0.1,.026,,-4.1,-0.5,-4.6,-0.1,mykhasv01
354,Larry Nance Jr.,C,31,NOP,40,735,14.9,.662,.317,.262,8.8,22.2,15.5,10.5,2.6,2.0,17.8,11.5,,1.1,1.3,2.3,.152,,-0.4,2.2,1.8,0.7,nancela02
355,Pete Nance,PF,23,CLE,2,4,-18.8,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,-0.490,,-19.4,-9.0,-28.4,0.0,nancepe01
356,Andrew Nembhard,PG,24,IND,44,1025,12.0,.566,.283,.112,2.8,6.6,4.7,23.9,1.8,0.3,17.0,17.5,,0.7,0.4,1.1,.053,,-1.4,-0.9,-2.3,-0.1,nembhan01
357,Aaron Nesmith,SF,24,IND,51,1381,13.8,.651,.528,.208,4.0,12.5,8.2,6.5,1.8,2.0,9.2,16.5,,2.0,0.9,2.9,.102,,0.3,-0.1,0.1,0.7,nesmiaa01
358,Georges Niang,PF,30,CLE,56,1206,9.5,.567,.625,.107,1.7,16.6,9.3,7.4,0.5,0.9,8.9,17.4,,0.4,1.5,1.9,.075,,-2.7,-0.1,-2.9,-0.3,niangge01
359,Daishen Nix,PG,21,MIN,10,35,13.3,.530,.684,.211,0.0,3.1,1.6,9.1,2.8,0.0,4.6,27.4,,0.0,0.1,0.0,.049,,-1.3,-0.1,-1.5,0.0,nixda01
360,Zeke Nnaji,PF,23,DEN,43,422,13.0,.534,.160,.429,13.7,11.4,12.5,7.9,1.3,5.5,15.0,17.1,,0.2,0.6,0.8,.091,,-3.7,-0.2,-3.9,-0.2,nnajize01
361,Jaylen Nowell,SG,24,MEM,9,156,6.6,.453,.418,.055,2.0,8.0,4.9,15.4,0.9,0.0,8.2,16.9,,-0.1,0.1,0.0,-0.008,,-5.9,-1.4,-7.3,-0.2,nowelja01
362,Markquis Nowell,SG,24,TOR,1,4,55.5,.532,.000,2.000,54.0,0.0,27.5,56.4,12.1,0.0,0.0,20.1,,0.0,0.0,0.1,.677,,29.1,14.4,43.5,0.0,nowelma01
363,Frank Ntilikina,PG,25,CHO,5,43,0.0,.253,.889,.222,2.5,13.5,7.8,11.3,0.0,0.0,9.2,11.0,,-0.1,0.0,-0.1,-0.094,,-10.1,-3.3,-13.4,-0.1,ntilila01
364,Jusuf Nurkić,C,29,PHO,54,1473,17.9,.575,.177,.383,11.7,30.3,21.5,19.3,1.8,3.2,16.8,19.6,,1.8,2.5,4.3,.141,,-0.7,1.6,0.9,1.1,nurkiju01
365,Jordan Nwora,SF,25,TOT,30,326,13.0,.547,.455,.239,4.5,16.4,10.4,13.7,1.8,0.8,11.4,21.6,,0.1,0.2,0.4,.055,,-1.6,-1.5,-3.2,-0.1,nworajo01
365,Jordan Nwora,SF,25,IND,18,183,12.1,.541,.439,.134,5.0,15.7,10.3,12.7,1.5,0.4,12.1,22.5,,0.0,0.1,0.1,.024,,-1.9,-2.2,-4.2,-0.1,nworajo01
365,Jordan Nwora,SF,25,TOR,12,143,14.2,.555,.481,.404,3.8,17.3,10.4,15.0,2.0,1.2,10.3,20.4,,0.1,0.1,0.3,.095,,-1.2,-0.6,-1.9,0.0,nworajo01
366,Royce O'Neale,SF,30,TOT,55,1351,10.7,.545,.811,.073,3.4,17.7,10.4,15.0,1.6,2.1,12.6,13.9,,0.7,1.3,2.0,.070,,-1.4,1.0,-0.3,0.6,onealro01
366,Royce O'Neale,SF,30,BRK,49,1202,10.2,.544,.815,.068,3.3,17.0,9.9,15.1,1.3,2.2,13.2,13.7,,0.5,1.1,1.6,.062,,-1.5,0.8,-0.7,0.4,onealro01
366,Royce O'Neale,SF,30,PHO,6,149,14.8,.551,.778,.111,4.1,23.1,14.1,14.1,3.6,1.8,7.8,14.8,,0.2,0.3,0.4,.137,,0.1,2.8,3.0,0.2,onealro01
367,Chuma Okeke,SF,25,ORL,34,383,8.0,.499,.727,.051,5.4,16.9,11.0,6.0,0.9,1.7,10.6,12.8,,-0.1,0.5,0.4,.049,,-2.3,-0.3,-2.6,-0.1,okekech01
368,Josh Okogie,SG,25,PHO,52,898,11.8,.548,.458,.505,9.2,9.0,9.1,8.4,2.4,2.2,12.0,12.8,,0.9,1.0,1.9,.100,,-1.5,0.8,-0.7,0.3,okogijo01
369,Onyeka Okongwu,C,23,ATL,53,1367,16.6,.675,.185,.328,10.8,18.5,14.5,7.0,0.8,3.8,10.1,13.4,,3.4,0.8,4.1,.145,,-0.1,-0.6,-0.7,0.4,okongon01
370,Isaac Okoro,SF,23,CLE,47,1231,12.0,.602,.408,.312,4.9,7.9,6.4,9.6,1.6,1.6,9.2,13.9,,1.6,1.6,3.2,.126,,-1.6,1.2,-0.4,0.5,okorois01
371,Kelly Olynyk,C,32,TOT,55,1110,17.3,.666,.321,.358,6.9,20.2,13.6,28.2,1.9,1.2,20.0,15.9,,2.6,1.0,3.6,.154,,1.1,1.7,2.8,1.4,olynyke01
371,Kelly Olynyk,C,32,UTA,50,1019,17.1,.677,.326,.368,6.8,20.3,13.6,29.0,1.7,1.0,21.3,15.5,,2.4,0.8,3.2,.152,,1.2,1.5,2.7,1.2,olynyke01
371,Kelly Olynyk,C,32,TOR,5,91,19.8,.584,.286,.286,7.1,19.7,13.3,18.8,3.7,2.9,9.2,20.4,,0.2,0.1,0.3,.173,,0.4,3.6,4.0,0.1,olynyke01
372,Eugene Omoruyi,SF,26,WAS,26,196,20.4,.568,.263,.337,11.6,18.4,14.9,17.0,4.5,0.4,11.4,26.3,,0.2,0.3,0.5,.115,,-0.1,1.2,1.0,0.2,omorueu01
373,Cedi Osman,SF,28,SAS,58,1026,11.2,.595,.573,.159,2.1,13.4,7.6,13.5,1.3,0.7,10.9,15.4,,0.7,0.6,1.2,.058,,-1.9,-0.7,-2.6,-0.1,osmande01
374,Kelly Oubre Jr.,SF,28,PHI,45,1309,12.9,.548,.392,.247,4.8,12.6,8.6,5.4,2.0,1.6,7.5,20.1,,0.6,1.4,2.1,.076,,-1.7,-0.7,-2.4,-0.1,oubreke01
375,Chris Paul,PG,38,GSW,32,882,14.2,.543,.486,.171,1.2,13.5,7.4,33.5,2.0,0.3,12.6,14.3,,1.7,0.8,2.5,.137,,0.1,1.1,1.2,0.7,paulch01
376,Cameron Payne,PG,29,TOT,54,842,12.6,.585,.567,.190,1.2,8.1,4.7,20.4,1.4,0.4,10.5,17.4,,1.2,0.6,1.7,.099,,-0.7,-0.6,-1.4,0.1,payneca01
376,Cameron Payne,PG,29,MIL,47,702,12.5,.603,.590,.198,0.8,8.6,4.8,20.2,1.5,0.4,11.4,16.5,,1.0,0.5,1.5,.104,,-1.0,-0.4,-1.4,0.1,payneca01
376,Cameron Payne,PG,29,PHI,7,140,13.4,.520,.484,.161,3.1,5.6,4.3,21.5,1.0,0.6,7.0,21.7,,0.1,0.1,0.2,.075,,0.6,-1.6,-0.9,0.0,payneca01
377,Gary Payton II,SG,31,GSW,22,345,14.1,.589,.363,.127,7.6,12.5,10.0,8.2,3.2,1.8,10.0,14.5,,0.4,0.5,0.9,.120,,-1.3,2.6,1.3,0.3,paytoga02
378,Drew Peterson,PF,24,BOS,1,3,43.6,1.500,1.000,.000,0.0,0.0,0.0,58.9,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,.749,,28.4,13.4,41.8,0.0,peterdr01
379,Filip Petrušev,C,23,TOT,3,10,5.0,.521,.000,1.000,0.0,11.1,5.5,0.0,0.0,0.0,0.0,12.3,,0.0,0.0,0.0,.023,,-4.8,-3.3,-8.1,0.0,petrufi01
379,Filip Petrušev,C,23,PHI,1,3,4.0,,,,0.0,37.0,18.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.058,,-3.0,-2.1,-5.1,0.0,petrufi01
379,Filip Petrušev,C,23,SAC,2,7,5.5,.521,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,,0.0,0.0,0.0,.008,,-5.6,-3.8,-9.4,0.0,petrufi01
380,Julian Phillips,SF,20,CHI,32,218,5.0,.511,.480,.220,3.0,7.9,5.4,5.5,0.2,2.8,11.3,12.5,,-0.1,0.1,0.1,.011,,-6.1,-1.0,-7.1,-0.3,phillju01
381,Jalen Pickett,SG,24,DEN,19,103,8.6,.553,.724,.138,1.1,10.6,5.9,15.9,1.4,0.0,16.3,15.5,,0.0,0.1,0.1,.047,,-3.0,-0.8,-3.8,0.0,pickeja02
382,Scotty Pippen Jr.,PG,23,MEM,8,181,16.2,.615,.390,.356,4.7,12.0,8.2,30.6,2.2,2.0,18.0,19.8,,0.3,0.2,0.5,.129,,0.9,1.9,2.8,0.2,pippesc02
383,Mason Plumlee,C,33,LAC,25,421,16.9,.681,.000,.759,9.8,27.0,18.7,9.4,0.9,1.7,12.1,13.7,,1.1,0.5,1.6,.183,,0.2,0.3,0.5,0.3,plumlma01
384,Brandin Podziemski,SG,20,GSW,50,1332,13.2,.541,.394,.142,6.3,17.4,11.9,19.5,1.5,0.5,12.3,16.3,,1.4,1.3,2.7,.096,,-0.4,0.3,-0.1,0.6,podzibr01
385,Jakob Poeltl,C,28,TOR,46,1229,18.3,.658,.000,.297,11.6,24.1,17.7,12.9,1.2,5.0,16.1,15.9,,2.1,1.5,3.6,.139,,-0.6,1.1,0.5,0.8,poeltja01
386,Aleksej Pokusevski,PF,22,OKC,10,60,2.4,.338,.688,.250,3.9,14.2,9.3,9.7,0.8,1.5,14.5,15.0,,-0.1,0.1,-0.1,-0.064,,-7.7,-2.3,-10.0,-0.1,pokusal01
387,Jordan Poole,SG,24,WAS,55,1610,10.5,.513,.461,.211,1.3,7.9,4.5,17.7,1.8,0.9,12.2,25.4,,-1.6,0.5,-1.1,-0.032,,-3.6,-1.9,-5.5,-1.4,poolejo01
388,Craig Porter Jr.,PG,23,CLE,34,478,15.7,.555,.124,.271,3.6,14.8,9.3,27.4,1.7,2.2,14.8,20.3,,0.4,0.8,1.2,.121,,-0.8,1.7,0.9,0.3,portecr01
389,Jontay Porter,PF,24,TOR,17,221,14.2,.498,.529,.171,8.3,18.8,13.5,17.6,2.6,4.3,11.7,16.5,,0.1,0.3,0.4,.097,,-1.3,1.5,0.3,0.1,portejo01
390,Michael Porter Jr.,SF,25,DEN,57,1806,14.9,.590,.524,.098,5.0,19.5,12.4,6.4,0.7,1.9,7.2,20.3,,1.9,2.0,3.9,.105,,0.9,-1.4,-0.5,0.7,portemi01
391,Otto Porter Jr.,SF,30,TOR,15,174,8.7,.568,.697,.091,3.7,14.8,9.2,5.7,1.4,2.5,5.5,8.9,,0.1,0.1,0.3,.079,,-3.6,0.4,-3.2,-0.1,porteot01
392,Bobby Portis,PF,28,MIL,58,1383,16.1,.575,.290,.151,7.7,23.2,15.7,6.7,1.4,1.4,8.0,21.6,,1.3,1.6,3.0,.103,,-0.7,-1.1,-1.8,0.1,portibo01
393,Kristaps Porziņģis,C,28,BOS,42,1242,22.6,.659,.397,.432,5.8,18.1,12.2,9.8,1.0,5.6,9.7,24.8,,3.5,2.1,5.7,.220,,3.2,1.5,4.7,2.1,porzikr01
394,Micah Potter,PF,25,UTA,2,7,1.5,.000,1.000,.000,0.0,61.8,31.2,0.0,0.0,0.0,0.0,5.9,,0.0,0.0,0.0,-0.065,,-8.3,-3.4,-11.7,0.0,pottemi01
395,Dwight Powell,C,32,DAL,49,730,15.0,.741,.021,.874,12.1,15.2,13.7,12.8,1.4,2.2,17.6,9.3,,2.1,0.7,2.8,.184,,-0.6,0.8,0.2,0.4,poweldw01
396,Norman Powell,SG,30,LAC,55,1404,13.9,.635,.488,.217,0.8,10.0,5.6,5.5,1.0,1.2,7.7,19.8,,2.0,1.0,3.0,.103,,0.5,-1.2,-0.7,0.5,powelno01
397,Jason Preston,PG,24,UTA,1,1,-11.9,,,,100.0,0.0,54.7,0.0,0.0,0.0,100.0,41.4,,0.0,0.0,0.0,-0.925,,-8.0,-17.4,-25.3,0.0,prestja01
398,Joshua Primo,SG,21,LAC,1,5,-15.4,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,17.8,60.0,43.5,,-0.1,0.0,-0.1,-0.798,,-20.3,-8.3,-28.6,0.0,primojo01
399,Taurean Prince,PF,29,LAL,56,1671,8.5,.573,.643,.120,0.9,9.7,5.5,7.3,1.4,1.4,9.9,13.4,,0.1,1.3,1.4,.042,,-2.9,-0.1,-3.0,-0.4,princta02
